Iteration,SampleCount,S_LUMINOSITY,S_LUMINOSITY_Weight
56,50,,
55,146,0.8375369894051093,140
54,76,0.7915977789886681,58
53,36,0.7936320786819238,31
52,25,0.9292921902825391,23
51,118,0.7178610242316761,116
50,81,0.771716563724362,72
49,131,0.8357694917574392,121
48,152,0.797238400938995,131
47,212,0.9270947765772878,194
46,178,0.8896576062191102,157
45,50,0.8745075961048822,36
44,1209,0.7754026015727066,1204
43,150,0.9948469054321186,11
42,618,,
41,60,0.4673550590410233,3
40,2,,
39,3,,
38,1,,
37,7,0.9722872419731539,2
36,23,,
35,8,,
34,13,,
33,16,,
32,12,0.298571920935669,2
31,53,0.8727664171153839,26
30,8,,
29,9,,
28,4,,
27,13,,
26,6,,
25,67,,
23,3,,
19,1,,
16,1,,
