Iteration,SampleCount,S_LUMINOSITY,S_LUMINOSITY_Weight
56,47,,
55,147,0.30312888387709847,138
54,76,0.16116910405190576,56
53,37,0.17018142342720444,30
52,24,0.1776161165971269,21
51,117,0.1508818798844634,113
50,84,0.3863703267081115,72
49,134,0.21065035308801508,124
48,150,0.2028023236746268,132
47,207,0.104802379275034,190
46,173,0.11717746938802866,148
45,59,0.11145668005924113,36
44,1230,0.07448741384394962,1225
43,128,0.09158844217159684,10
42,615,0.07586043230065184,614
41,65,0.8512431271251776,4
40,1,,
39,3,,
38,1,,
37,7,0.3630776180528139,2
36,26,,
35,5,,
34,13,,
33,16,,
32,12,0.08324979310336467,2
31,55,0.06589691549409359,28
30,6,,
29,9,,
28,4,,
27,13,,
26,6,,
25,67,,
23,3,,
19,1,,
16,1,,
