Iteration,SampleCount,S_RADIUS,S_RADIUS_Weight
56,54,0.4305769230769231,52
55,139,0.39101101943588173,135
54,80,0.37038824753672095,57
53,36,0.44706054412081714,30
52,25,0.5144943525907628,22
51,115,0.370634106993215,112
50,90,0.4443314888016228,77
49,133,0.358497794640273,101
48,147,0.3555758849595779,79
47,206,0.35203948498230336,186
46,183,0.3344596898182061,150
45,52,0.28655284088683264,36
44,1213,0.29135678480227806,1211
43,142,0.32658413063811065,10
42,619,0.27983223139545,618
41,61,0.21825577527043394,4
39,3,0.3281028192088806,2
38,2,0.7350673485481114,1
37,6,,
36,27,0.31519017759867973,26
35,5,0.414083587068623,2
34,11,0.4417518245734659,7
33,18,0.7793483551521407,4
32,7,0.18029734680391443,5
31,59,0.190767746767422,29
30,7,,
29,9,0.3467932278438085,6
28,4,,
27,13,0.2573253698557635,5
26,6,,
25,66,0.11481343499250884,2
24,1,,
23,3,,
19,1,,
16,1,,
