Iteration,SampleCount,S_RADIUS,S_RADIUS_Weight
56,49,,
55,150,0.05013986013986013,143
54,69,0.034629629629629594,54
53,39,0.03433333333333331,30
52,28,0.15720000000000003,25
51,111,,
50,90,0.023986842499999994,76
49,138,0.03302857142857144,105
48,150,0.046872092906976755,86
47,208,0.013574359128205154,195
46,172,0.015479729662162208,148
45,53,0.010285714285714356,35
44,1198,0.0029456066945607604,1195
43,157,1.9737298215558337e-16,9
42,610,0.002516447368421296,608
41,71,0.0,4
40,1,,
39,3,,
38,1,,
37,7,,
36,25,,
35,6,1.1102230246251565e-16,2
34,13,0.004444444444444455,9
33,16,0.2350000000000001,4
32,11,0.050000000000000315,9
31,52,2.7755575615628914e-16,26
30,10,,
29,8,7.549516567451064e-16,5
28,5,,
27,13,2.6645352591003756e-16,5
26,6,,
25,67,3.3306690738754696e-16,3
23,3,,
19,1,,
16,1,,
