Iteration,SampleCount,S_RADIUS,S_RADIUS_Weight
56,52,,
55,146,1.880342517058804e-15,142
54,70,2.921531329615458e-15,54
53,38,3.667564336520345e-15,29
52,27,8.259093891885404e-15,23
51,115,2.8855973657735265e-15,113
50,85,0.00035497747057721784,73
49,136,0.0006177537716251032,100
48,151,0.0010634615658924914,82
47,213,0.03881446875514156,196
46,167,5.321208985212438,144
45,57,1.6889578627451618,35
44,1208,0.3884870729290978,1205
43,149,0.7140472719077731,11
42,612,,
41,66,0.47203059753913523,3
40,2,0.04215154614359351,1
39,3,,
38,1,,
37,5,,
36,28,0.23174269911764248,26
35,5,0.288753350841504,2
34,12,1.5192873304965941,8
33,17,0.4806424011706746,4
32,11,1.7761132407514124,9
31,55,1.0152988216749355,29
30,7,,
29,7,0.13775457001339253,4
28,6,,
27,12,0.9219640678671162,4
26,7,,
25,67,0.2958425183308399,3
23,3,,
19,1,,
16,1,,
