Iteration,SampleCount,S_RADIUS,S_RADIUS_Weight
56,50,,
55,149,0.05384615384615385,143
54,72,0.018070175438596472,57
53,34,0.03857142857142858,28
52,27,0.0831818181818182,22
51,119,0.018275862068965525,116
50,81,0.03309722263888889,72
49,139,0.05486274509803925,102
48,149,0.04865853658536586,82
47,209,0.01078645838541669,192
46,176,0.006644295302013468,149
45,52,0.006285714285714366,35
44,1212,0.0023159636062862953,1209
43,143,2.713878504639272e-16,9
42,605,0.0010613598673302619,603
41,76,0.0,4
40,1,,
39,3,,
38,1,,
37,7,,
36,24,,
35,7,1.1102230246251565e-16,2
34,13,0.001555559999999999,9
33,16,0.23250000000000015,4
32,10,3.191891195797325e-16,8
31,56,2.9861171007159383e-16,29
30,7,,
29,8,7.549516567451064e-16,5
28,5,,
27,13,0.0040000000000000036,5
26,6,,
25,66,5.551115123125783e-17,2
24,1,,
23,3,,
19,1,,
16,1,,
