Iteration,SampleCount,S_RADIUS,S_RADIUS_Weight
56,49,,
55,151,0.3104419191919192,144
54,72,0.3509737651033265,58
53,36,0.3867365550090463,31
52,24,0.5685665837386478,22
51,109,0.2937479025771679,106
50,93,0.3421676290108887,74
49,144,0.45204305097038605,109
48,147,0.7674845595404345,87
47,199,0.42941954502025687,187
46,181,0.47795142661787715,149
45,49,0.46497264887163137,32
44,1196,0.25467700226639767,1190
43,164,0.26287916812012074,11
42,619,,
41,60,0.29505782834621996,4
40,1,,
39,2,,
38,2,0.42501379297419595,1
37,7,,
36,26,,
35,5,0.2854298596962035,2
34,12,0.6937499999999999,8
33,17,1.4697862947021751,4
32,11,0.6799029751404685,9
31,54,0.2454566352817775,28
30,8,,
29,8,0.19580010586748975,5
28,5,,
27,13,0.48248349799384793,5
26,6,,
25,67,0.22273724106160586,3
23,3,,
19,1,,
16,1,,
