Iteration,SampleCount,S_RADIUS,S_RADIUS_Weight
56,48,0.38431551338877246,47
55,148,0.3558143148215398,139
54,74,0.32345729359115855,55
53,39,0.3897205438181588,31
52,25,0.35736626344009004,23
51,117,0.21610473842430933,115
50,86,0.23034573639264644,76
49,133,0.2304553478439874,100
48,156,0.24308695045046025,87
47,195,0.2868646170213225,183
46,186,0.2695391073550251,150
45,50,0.2219073938224955,34
44,1218,0.1499086903384631,1214
43,138,0.2109911886906788,9
42,607,0.16749879297331446,605
41,73,0.09402844451271848,3
40,1,,
39,4,0.25000854951673396,3
38,1,,
37,7,,
36,26,,
35,5,0.30531991651498147,2
34,13,0.5015537106690854,9
33,16,0.5969345779285529,4
32,9,0.5897225945198228,7
31,58,0.1473701350103898,30
30,6,,
29,9,0.2306596663788539,6
28,4,,
27,13,0.376613270706029,5
26,6,,
25,67,0.19660460125016702,3
23,3,,
19,1,,
16,1,,
