Iteration,SampleCount,S_RADIUS,S_RADIUS_Weight
56,48,0.4416634996310069,47
55,154,0.3162746162736866,145
54,72,0.31242019376107194,59
53,34,0.3457811180716298,30
52,27,0.3812753544336999,24
51,116,0.218024393075378,115
50,84,0.2118777034032978,74
49,143,0.2310938344666144,108
48,145,0.2441391333738798,84
47,209,0.29804421824989524,194
46,176,0.27337197096375704,151
45,51,0.23116614417002052,36
44,1207,0.14783475808789562,1205
43,147,0.20320691834461016,9
42,596,0.16538429554419248,594
41,85,0.08797265619633249,4
40,1,,
39,3,,
38,1,,
37,5,,
36,26,0.17509566850183902,24
35,7,0.32838286657574123,2
34,10,0.4992062067464429,6
33,19,0.5953504046664206,4
32,11,0.5249681255524492,9
31,54,0.15143212468967646,28
30,8,,
29,9,0.22877620169969223,6
28,4,,
27,11,0.33594484311884515,3
26,8,,
25,67,0.19586225810719093,3
23,3,,
19,1,,
16,1,,
