Iteration,SampleCount,S_RADIUS,S_RADIUS_Weight
56,52,0.4056265746013755,51
55,141,0.08215943121977334,136
54,78,0.057835010586678025,56
53,36,0.08034879339248098,29
52,25,0.15120331820701405,21
51,122,0.05038191567780167,118
50,82,0.12308657961584159,75
49,135,0.11030740284239264,101
48,150,0.07258474351370961,82
47,206,0.050336794202616116,189
46,175,0.04342480748995939,145
45,56,0.041047145956140986,35
44,1226,0.03410180253614146,1223
43,131,0.03307000774748423,11
42,595,,
41,82,0.16067918940036297,2
40,3,0.11831840373401176,1
39,3,,
38,1,,
37,7,,
36,25,,
35,6,0.1608412827472464,2
34,13,0.38585581424626786,9
33,16,0.6068709430718464,4
32,12,0.4641851115284299,10
31,55,0.02519860285989285,30
30,6,,
29,9,0.11393687106063359,6
28,4,,
27,12,0.32485403046902794,4
26,7,,
25,67,0.2607805594929539,3
23,3,,
19,1,,
16,1,,
