Iteration,SampleCount,S_RADIUS,S_RADIUS_Weight
56,45,,
55,152,0.12435360786076766,141
54,73,0.08024266034234857,56
53,38,0.054141199562147795,31
52,24,0.06088170520265343,22
51,113,0.05680053712750816,110
50,90,0.16729528151261716,75
49,140,0.10246249535718945,106
48,151,0.11107469067872101,88
47,201,0.06431397147332887,190
46,175,0.05141355861902301,146
45,54,0.04258049323705711,34
44,1215,0.028201440996547374,1211
43,142,0.029837490802828305,10
42,608,0.03403775320262567,607
41,72,0.05974431543072867,4
40,1,,
39,3,,
38,1,,
37,5,,
36,27,0.058254659330301516,25
35,5,0.03575068222964173,1
34,12,0.466978692303967,7
33,18,0.5832618440964515,4
32,10,0.5691661050497713,8
31,57,0.024977495038871,30
30,6,,
29,8,0.19395844952678318,5
28,5,,
27,12,0.2696367669183096,4
26,7,,
25,67,0.47695058254091033,3
23,3,,
19,1,,
16,1,,
