Iteration,SampleCount,S_RADIUS,S_RADIUS_Weight
56,48,0.4272360446948085,47
55,153,0.20841501036181953,144
54,74,0.14061843303674365,60
53,33,0.1818315941881304,30
52,25,0.3072164372474755,22
51,114,0.15269189887225043,111
50,92,0.3360819436757119,78
49,132,0.21693745313112658,101
48,155,0.10946288122185253,87
47,200,0.1853950586338979,188
46,184,0.12241998816986223,153
45,44,0.11102102363514892,31
44,1214,0.12614174414207227,1207
43,147,0.1306281313657494,11
42,598,,
41,80,0.8303717860593544,3
40,2,0.06036711282005597,1
39,3,,
38,1,,
37,7,,
36,24,,
35,7,0.5549284007279401,2
34,13,0.416188152304396,9
33,15,0.7686140783318968,3
32,13,0.513438284224179,10
31,54,0.05575542138589074,29
30,7,,
29,9,0.31751245163930225,6
28,4,,
27,13,0.20090864578560969,5
26,6,,
25,67,0.3992821592020862,3
23,3,,
19,1,,
16,1,,
