Iteration,SampleCount,S_RADIUS,S_RADIUS_Weight
56,50,0.634149256318463,49
55,146,0.12408358610085393,139
54,77,0.091605447242443,58
53,33,0.09716313559859481,28
52,26,0.08542923816848447,21
51,115,0.06686165418417173,111
50,87,0.10903763908077753,73
49,139,0.09692374649177568,103
48,149,0.07590674397025234,83
47,206,0.0481146958388611,190
46,177,0.03265517370495118,148
45,52,0.04674032436160103,34
44,1221,0.023815462441338524,1217
43,135,0.03337676294734475,9
42,602,0.03496887356366727,600
41,79,0.08721021181164862,4
40,1,,
39,3,,
38,1,,
37,7,,
36,27,,
35,4,0.09532045352617935,2
34,13,0.3964251834221553,9
33,16,0.6824843582093788,4
32,12,0.5156030760189549,10
31,54,0.020609021384845175,29
30,7,,
29,9,0.19241780872900546,6
28,4,,
27,13,0.26677328292810637,5
26,6,,
25,67,0.4322921185930177,3
23,3,,
19,1,,
16,1,,
