Iteration,SampleCount,S_RADIUS,S_RADIUS_Weight
56,52,,
55,146,0.057165550993343694,142
54,73,0.03487466244562264,57
53,37,0.039174640351458095,31
52,23,0.11207138179342052,21
51,120,0.0417849081935523,116
50,85,0.048447314041503715,76
49,133,0.05537284691767453,100
48,151,0.08080538797376245,82
47,212,0.0518431285011912,195
46,170,0.04680313060911058,146
45,54,0.05455600512376903,34
44,1209,0.034197783921372564,1205
43,149,0.032699383703891874,11
42,608,,
41,69,0.0031692721939640123,2
40,3,0.015061014867648825,1
39,3,,
38,1,,
37,5,,
36,26,0.05258969831487544,24
35,7,0.06838859622705284,2
34,10,0.39912759562196554,6
33,18,0.7879148794734842,3
32,12,0.46051704260196946,9
31,55,0.031168206378758775,29
30,7,,
29,8,0.171749888222988,5
28,5,,
27,12,0.22305473365256562,4
26,7,,
25,67,0.2534187132314057,3
23,3,,
19,1,,
16,1,,
