Iteration,SampleCount,P_RADIUS,P_RADIUS_Weight
56,52,2.400078581773513,51
55,152,1.1989209917747248,147
54,66,1.3475815288710669,55
53,41,0.9697349931258525,33
52,19,,
51,114,1.1656269943833828,108
50,96,1.0967025462035445,24
49,141,1.1374341455173247,25
48,150,0.8485237989527099,40
47,211,0.7739770542669383,61
46,160,0.5147919822395477,124
45,54,0.47975631702822336,26
44,1210,0.530653770244089,1203
43,149,0.4921857054466727,11
42,609,0.2957229011337044,608
41,70,,
39,4,1.1327256665215224,3
38,1,,
37,5,,
36,30,1.109421578502667,28
35,3,,
34,13,0.9674462401109941,4
33,16,0.4199066055633054,1
32,12,1.0266910752960048,8
31,53,0.20922224336242595,26
30,8,,
29,9,0.8835523392993123,6
28,4,0.27046417196392736,2
27,11,0.2999542799157948,5
26,8,0.37800258452346314,1
25,67,0.1865312294294017,16
23,3,,
19,1,,
16,1,,
