Iteration,SampleCount,P_RADIUS,P_RADIUS_Weight
56,50,,
55,150,1.421983516394878,144
54,72,1.5335817577717576,58
53,30,0.9015666099660442,25
52,32,1.3609391206826122,24
51,116,0.8436328079288784,115
50,90,0.9258604901333916,25
49,142,0.6912374230949184,27
48,143,0.7391936703394862,35
47,214,0.5913215905489042,59
46,165,0.6982441022701037,127
45,54,0.5778759424700163,29
44,1211,0.6837937989915206,1207
43,145,0.43538239374511517,11
42,601,0.36169923353315786,600
41,78,,
40,1,,
39,3,,
38,1,,
37,7,,
36,25,,
35,6,,
34,13,0.5978667044202266,4
33,16,0.33995874921248337,1
32,12,0.8364698977934988,8
31,53,0.25163380637050864,26
30,8,,
29,9,1.0759164406819983,6
28,4,0.48246319474464383,2
27,12,0.9712749119301736,6
26,6,,
25,66,0.37659743145385194,14
24,2,,
23,3,,
19,1,,
16,1,,
