Iteration,SampleCount,P_RADIUS,P_RADIUS_Weight
56,54,2.462180445664412,53
55,151,1.3660509116129462,148
54,68,0.9990239294470366,58
53,34,1.1936766412712216,29
52,27,1.28014744744426,23
51,113,1.0983643524098565,111
50,94,0.913955833768334,25
49,143,1.2540065876047124,28
48,148,1.0963107288734282,41
47,208,0.9906027533509196,59
46,165,1.0473949738422665,127
45,55,1.0092370448395822,30
44,1212,0.9027839757181145,1209
43,143,0.8617879889189994,11
42,589,0.8982978900903142,588
41,90,,
40,1,,
39,2,,
38,2,1.7862802746836088,1
37,5,,
36,29,1.381982640155896,27
35,4,,
34,13,0.5809626077390763,4
33,15,,
32,11,0.9983051818729806,6
31,54,0.8961712465136809,25
30,9,,
29,8,0.9027065669510416,5
28,5,1.1010137489279792,2
27,12,1.2441717129139562,6
26,7,1.6588775636439415,1
25,67,1.4886421785459083,16
23,3,,
19,1,,
16,1,,
