Iteration,SampleCount,P_RADIUS,P_RADIUS_Weight
56,51,,
55,153,1.447394728151945,148
54,69,1.0739996908776903,59
53,33,1.23767066588781,29
52,28,1.2552468573670124,24
51,113,0.908803551476124,112
50,91,0.977237636165499,23
49,142,1.618548611805559,25
48,147,0.9957810510531665,37
47,216,1.1238542259850832,63
46,160,1.0030619611997855,126
45,55,1.082256792969815,29
44,1216,0.8531582224116215,1212
43,140,0.7325451921981839,11
42,596,0.77618736616729,595
41,83,,
40,1,,
39,3,,
38,1,,
37,6,,
36,25,1.4941059408723636,24
35,7,,
34,12,0.4803403127615112,3
33,17,1.2145423929583092,1
32,10,0.7492748365956016,6
31,54,0.5679974565317331,25
30,9,,
29,8,0.45466395338181,5
28,5,1.301323591929886,2
27,11,0.26339486079030994,5
26,8,0.31045351867427295,1
25,64,0.5076337400324343,13
24,3,,
23,3,,
19,1,,
16,1,,
