Iteration,SampleCount,P_RADIUS,P_RADIUS_Weight
56,52,,
55,147,0.30244869819494624,143
54,70,0.19682116961747184,55
53,37,0.368431068794885,29
52,27,0.2933897752412022,23
51,118,0.15404860059773504,116
50,83,0.13710152871051584,19
49,145,0.7017818078774218,24
48,151,0.24078138768913643,40
47,210,0.19721280753936007,60
46,168,0.1702031554658514,131
45,49,0.11706959789979789,28
44,1221,0.15343182931902108,1216
43,134,0.1514973688352521,9
42,595,0.09922348301528534,592
41,86,,
39,4,0.06341313180864223,3
38,1,,
37,6,,
36,26,0.16399652346934374,25
35,6,,
34,13,0.9712350929253634,4
33,16,0.1353014210593919,1
32,11,0.29428104584443115,7
31,54,0.08045838748395986,26
30,8,,
29,9,0.12351511131143893,6
28,4,0.08417085398873536,2
27,13,0.14741671723341604,7
26,6,0.0090498541914803,1
25,65,0.2781775084526976,14
24,2,,
23,3,,
19,1,,
16,1,,
