Iteration,SampleCount,P_RADIUS,P_RADIUS_Weight
56,53,3.9212783898644656,52
55,147,1.318461854738979,143
54,66,1.2804154608157188,51
53,43,1.2031150614584334,31
52,24,2.106133498681729,22
51,114,0.9755190052628856,111
50,92,1.0978662992058075,23
49,146,0.9425061765351136,29
48,144,0.952007068442625,38
47,210,0.5895810680095954,58
46,166,0.5997865514172682,127
45,55,0.5622238055138119,30
44,1202,0.5229600271864109,1199
43,151,0.6451223101502813,9
42,613,0.2831190882016632,610
41,68,,
40,1,,
39,3,,
38,1,,
37,7,,
36,27,,
35,4,,
34,11,0.25692970637922263,2
33,18,0.18697465329119112,1
32,12,0.9468500219794747,8
31,53,0.321674490405352,26
30,8,,
29,9,0.3550288875002993,6
28,4,0.1222315008992062,2
27,13,0.6462976152668802,7
26,6,0.06298635227724869,1
25,67,0.6566549805442117,16
23,3,,
19,1,,
16,1,,
