Iteration,SampleCount,P_RADIUS,P_RADIUS_Weight
56,49,2.1350251679977443,48
55,148,0.19000279216683025,140
54,78,0.42944490143717146,60
53,34,0.089200521950716,31
52,24,0.11833161898453608,22
51,115,0.06628284112788425,112
50,91,22667883.613613382,23
49,139,297.82695219418787,22
48,151,25.972834169734437,38
47,211,2302.881013184462,59
46,167,20932.526776948027,129
45,53,60509.15986360687,30
44,1212,2081311.97477644,1209
43,142,1775797.5675289754,10
42,606,646458.8631574882,604
41,74,,
40,1,,
39,3,,
38,1,,
37,7,,
36,25,,
35,6,,
34,12,602409.8275416119,3
33,17,1095.3601722496599,1
32,12,839213.6547749629,8
31,54,1367415.2741689521,27
30,7,,
29,9,458821.57162201736,6
28,4,130792.71986175668,2
27,12,1049856.048234854,6
26,7,697020.0817816551,1
25,64,792016.7664623642,13
24,3,,
23,3,,
19,1,,
16,1,,
