Iteration,SampleCount,P_RADIUS,P_RADIUS_Weight
56,50,5.003503428571428,49
55,154,1.959572057142857,147
54,69,1.3651769931034483,58
53,33,1.4318315205714285,28
52,26,1.9514795047619045,21
51,118,1.1221908560000002,114
50,90,0.94772703,24
49,140,0.5929791066666668,24
48,149,0.6555638208,38
47,210,0.4701570483310344,58
46,162,0.610511628326504,123
45,59,0.4193286137599999,30
44,1213,0.4588368125402975,1210
43,139,0.7911457500000001,8
42,611,0.31411690979827345,607
41,71,,
40,1,,
39,3,,
38,1,,
37,6,,
36,26,1.8048886601215999,25
35,6,,
34,12,0.464392933333333,3
33,17,0.45288400000000095,1
32,12,0.5823034499999995,8
31,53,0.2237136584615384,26
30,8,,
29,9,0.48830759999999984,6
28,3,0.735376,1
27,11,0.40703509999999987,4
26,9,0.41701199999999994,1
25,67,0.17343551499999998,16
23,3,,
19,1,,
16,1,,
