Iteration,SampleCount,P_RADIUS,P_RADIUS_Weight
56,55,2.88533262575388,53
55,144,1.2545752516605184,141
54,75,1.0533140147164755,58
53,34,1.1127429377407208,29
52,26,1.2186189446937874,22
51,113,1.0430354101565695,110
50,94,0.8329200584199442,24
49,143,1.2990630063433057,27
48,146,0.8976727507440548,38
47,214,0.9431702828793466,62
46,164,0.8395233045928876,129
45,51,0.9569331318993397,28
44,1210,0.4921912891822354,1205
43,145,0.7301784846167682,9
42,607,0.46008314257458816,604
41,74,,
39,4,1.5258546852332873,3
38,1,,
37,5,,
36,29,1.2344737317758372,27
35,4,,
34,13,0.6677629266915204,4
33,16,1.2911166142842525,1
32,11,0.39899123303150064,7
31,53,0.35114153436997847,25
30,9,,
29,9,0.5744871797727208,6
28,4,1.0864094016711425,2
27,12,0.8367281620664733,6
26,7,0.8022319645585092,1
25,66,0.7316704250869714,15
24,1,,
23,3,,
19,1,,
16,1,,
