Iteration,SampleCount,S_SNOW_LINE,S_SNOW_LINE_Weight
56,52,0.9386878545364727,51
55,140,0.1719979425736017,135
54,79,0.07949047701434213,56
53,37,0.1746325622624168,30
52,23,0.11915904808637624,20
51,121,0.10285847389041008,116
50,83,0.3693531954985899,74
49,138,0.19465384204105843,130
48,144,0.14349093746636388,132
47,211,0.06832633434363929,194
46,178,0.06263122559764263,157
45,48,0.06403302787044517,34
44,1219,0.07013980974119151,1212
43,140,0.05691913393490243,9
42,614,0.0616730576042306,612
41,67,0.4662872707520679,4
40,1,,
39,3,,
38,1,,
37,7,0.0486021610610623,2
36,23,,
35,8,,
34,13,,
33,16,,
32,12,0.04680298022601592,2
31,53,0.022118505686162727,26
30,8,,
29,9,,
28,4,,
27,13,,
26,6,,
25,67,,
23,3,,
19,1,,
16,1,,
