Iteration,SampleCount,S_SNOW_LINE,S_SNOW_LINE_Weight
56,49,,
55,150,0.4100404515598448,143
54,71,0.4033253134972514,56
53,37,0.4942911812945407,30
52,26,0.44511518529848854,23
51,112,0.34161893704949164,110
50,87,0.46373772975505145,72
49,138,0.4243927531910855,128
48,153,0.3668608361437443,139
47,200,0.4207698033271821,190
46,175,0.4722153286340019,150
45,58,0.5263450013950884,37
44,1217,0.3324248490571067,1213
43,139,0.37463080362392676,9
42,611,0.33094508899936287,609
41,70,0.782437961797095,4
40,1,,
39,3,,
38,1,,
37,7,0.1492251114015013,2
36,26,,
35,5,,
34,13,,
33,16,,
32,12,0.7782611886867958,2
31,53,0.31248352733331664,26
30,8,,
29,9,,
28,4,,
27,13,,
26,6,,
25,67,,
23,3,,
19,1,,
16,1,,
