Iteration,SampleCount,S_SNOW_LINE,S_SNOW_LINE_Weight
56,53,0.9808084991341512,52
55,147,0.2824351587066398,143
54,73,0.3572637794580173,58
53,35,0.11083039903629334,30
52,25,0.09939351428574975,22
51,116,0.12974365531994225,113
50,87,16398730.129492087,75
49,129,15.111484724850813,122
48,154,0.01991736235465556,134
47,213,2.7527644344234163,198
46,174,116.54483939736147,157
45,51,1061.268233414742,37
44,1193,1990.561704832181,1189
43,165,2212.5108879718377,11
42,618,,
41,61,298697.886762302,4
40,1,,
39,3,,
38,1,,
37,7,16.88221249069578,2
36,25,,
35,6,,
34,13,,
33,16,,
32,12,40042.95878968248,2
31,54,1984.7242308968785,27
30,7,,
29,9,,
28,4,,
27,13,,
26,6,,
25,67,,
23,3,,
19,1,,
16,1,,
