Iteration,SampleCount,S_SNOW_LINE,S_SNOW_LINE_Weight
56,51,,
55,148,1.177290861268556,143
54,70,1.302967235668884,55
53,37,1.4162373948997093,29
52,26,1.6488229308923916,22
51,112,1.1985057778195076,109
50,87,1.3045873573529256,71
49,139,1.3192344298885337,128
48,147,1.496577455227602,133
47,208,1.4293732338992837,192
46,177,1.6425219749877558,154
45,56,1.4397163591514774,39
44,1211,0.9323772880471103,1209
43,144,1.090509107115466,10
42,616,0.96049134235652,615
41,64,1.5240368894668084,4
40,1,,
39,3,,
38,1,,
37,7,0.06526691206217983,2
36,26,,
35,5,,
34,13,,
33,16,,
32,11,1.519030310252849,1
31,53,0.9542544200422955,25
30,9,,
29,9,,
28,4,,
27,13,,
26,6,,
25,67,,
23,3,,
19,1,,
16,1,,
