Iteration,SampleCount,S_SNOW_LINE,S_SNOW_LINE_Weight
56,46,,
55,153,0.563698295664297,143
54,74,0.5119680616215976,59
53,34,0.6453002347742147,30
52,25,0.6014324313906936,22
51,113,0.43881835710818506,110
50,88,0.5765025588125248,73
49,133,0.44518233351759084,124
48,150,0.46339127202542907,132
47,215,0.47052044742636895,198
46,172,0.4689220015362626,155
45,53,0.470586564893643,37
44,1225,0.3087761870336119,1221
43,133,0.37657786943456983,11
42,602,,
41,76,0.07866665012705898,3
40,2,,
39,3,,
38,1,,
37,5,,
36,27,0.46111622962635446,25
35,6,,
34,13,,
33,16,,
32,12,0.24209290361626468,2
31,52,0.2759933396363677,25
30,9,,
29,9,,
28,4,,
27,13,,
26,6,,
25,67,,
23,3,,
19,1,,
16,1,,
