Iteration,SampleCount,S_SNOW_LINE,S_SNOW_LINE_Weight
56,51,1.1599579882843583,50
55,146,0.24887934555572191,140
54,75,0.26635263823223704,57
53,35,0.3990868402392142,29
52,26,0.3916689698018867,22
51,116,0.24402586122628192,113
50,87,0.3648237080063695,75
49,137,0.23927623154068964,130
48,152,0.2952638104380796,140
47,205,0.18450792610897535,196
46,174,0.22741889688749478,155
45,50,0.2864284714343243,34
44,1220,0.18727615349064758,1213
43,141,0.11760226308346731,11
42,597,,
41,82,0.24977548335484645,4
40,1,,
39,3,,
38,1,,
37,7,0.32218525369048656,2
36,23,,
35,8,,
34,13,,
33,16,,
32,12,0.5800238155762731,2
31,53,0.059766270724818375,26
30,8,,
29,9,,
28,4,,
27,13,,
26,6,,
25,67,,
23,3,,
19,1,,
16,1,,
