Iteration,SampleCount,S_SNOW_LINE,S_SNOW_LINE_Weight
56,52,1.5269642878431373,51
55,148,1.1980241890320205,143
54,69,1.2965987870120288,54
53,38,1.4215352786408804,29
52,27,1.5269383246064467,23
51,115,1.223224264718304,113
50,87,1.3396189656265385,75
49,132,1.4249802147264958,125
48,152,1.4662726329513973,135
47,198,1.4307343296834931,184
46,183,1.6015075940408363,152
45,57,1.4419500946626265,38
44,1218,0.936758227295163,1215
43,139,1.0346958309844347,11
42,611,,
41,67,1.5080192025484247,3
40,2,,
39,3,,
38,1,,
37,7,0.04972534463221878,2
36,28,,
35,3,,
34,13,,
33,16,,
32,12,1.5444161613920375,2
31,52,0.9064452701289831,25
30,9,,
29,9,,
28,4,,
27,13,,
26,6,,
25,67,,
23,3,,
19,1,,
16,1,,
