Iteration,SampleCount,S_SNOW_LINE,S_SNOW_LINE_Weight
56,54,0.7843985481472205,53
55,150,0.21435346984412698,147
54,65,0.8398362950244819,54
53,39,0.05561711476652585,30
52,28,0.11324815287317341,25
51,112,,
50,88,38070362.797261596,75
49,136,0.2590781426058215,129
48,146,10.83349317723891,133
47,209,6.131215748538575,193
46,171,0.4454577878308781,149
45,59,1.9459640833542564,37
44,1199,1.774178784409064,1195
43,158,2.714291660476644,10
42,616,0.9635312149438996,615
41,64,0.01230329083106052,4
40,1,,
39,3,,
38,1,,
37,7,0.10514274164818893,2
36,28,,
35,3,,
34,13,,
33,16,,
32,12,1.2550772615984969,2
31,53,0.9105958780754396,26
30,8,,
29,9,,
28,4,,
27,13,,
26,6,,
25,67,,
23,3,,
19,1,,
16,1,,
