Iteration,SampleCount,S_SNOW_LINE,S_SNOW_LINE_Weight
56,51,,
55,144,0.22611165582733814,139
54,79,0.06973226166666661,60
53,34,0.07088356612903225,31
52,24,0.059762337727272796,22
51,117,0.04938243377192988,114
50,86,0.0495858949333333,75
49,139,0.05055212620454546,132
48,145,0.03939707888148143,135
47,213,0.01971699125628142,199
46,168,0.01859786221710528,152
45,56,0.00926464486486492,37
44,1216,0.013828217128712867,1212
43,139,0.0026302724999998917,8
42,599,0.007625632265100673,596
41,82,0.007927300000000118,3
40,2,,
39,3,,
38,1,,
37,6,0.0011499000000005921,1
36,26,0.0028747435999999338,25
35,6,,
34,13,,
33,16,,
32,11,0.0,1
31,53,0.0008389680000000421,25
30,9,,
29,9,,
28,4,,
27,13,,
26,6,,
25,67,,
23,3,,
19,1,,
16,1,,
